" class User < ActiveRecord::Base
  # Include default devise modules. Others available are:
  # :confirmable, :lockable, :timeoutable and :omniauthable
  devise :database_authenticatable, :registerable,
         :recoverable, :rememberable, :trackable, :validatable

  has_many :blog_posts
  has_many :comments
end


class Comment < ActiveRecord::Base
        belongs_to :blog_post
        belongs_to :user
end


class BlogPost < ActiveRecord::Base
        has_many :comments
        belongs_to :user
end",Adding keywords!,,
"   <div class=""field"">
    <%= f.hidden_field :user_id, value: curent_user.id %>
  </div>","updating the form. Instead, add a hidden field that will pass the devised user_id",,
"   <div class=""field"">
    <%= f.text_field :title, placeholder: ""Your Title Goes Here"" %>
  </div>
  <div class=""field"">
    <%= f.hidden_field :user_id, value: current_user.id %>
  </div>
  <div class=""field"">
    <%= f.text_area :blog_entry, placeholder: ""Write something here..."" %>
  </div>","adding little placeholders instead of labels for title, etc",,
"add user_id to params

show.html.erb

<p>
  <strong>Author:</strong>
  <%= @blog_post.user.email %>
</p>

in the index.html.erb for blog_posts, change the author part to 

        <td><%= blog_post.user.email %></td>",changed to put the user email in there instead of whatever. We do have to edit the blog posts so it updates our signed-in id and will give us an error,,
"in the comments form: replace the author field with 

<%= f.hidden_field :user_id, value: current_user.id %>",updating the author of the comments. You can put little placeholders in if you want...,,
Comment.all.destroy_all,destroys all comments. Cannot be undone.,,
">>>rails g migration AddUsernameToUsers username:string

>>>rake db:migrate","devise only gives us fields for email and password, but this will more things, like a username",,
rails g devise:views,"giving us access to the devise forms. In views, there is now a devise folder",,
autofocus: true,"whatever this is selected on, when you load the page, the cursor will automatically be loaded into that entry",,
" before_action :configure_permitted_parameters, if: :devise_controller?

 protected

 def configure_permitted_parameters
   devise_parameter_sanitizer.for(:sign_up) { |u| u.permit({ roles: [] }, :email, :password, :password_confirmation, :username) }

  devise_parameter_sanitizer.for(:account_update) { |u| u.permit({ roles: [] }, :email, :password, :password_confirmation, :current_password, :username) }
 end",adding to user params in application controller. If you need to add anything beyond email and password,,
"application.html.erb

<div class=""container"">
	<div class=""pull-right"">
		<% if user_signed_in? %>
			<%= link_to ""Edit Profile"", edit_user_registration_path, class: ""btn btn-primary"" %> 
			<%= link_to ""Sign Out"", destroy_user_session_path, method: :delete, class: ""btn btn-danger"" %>
		<% end %>
	</div>
<%= yield %>
</div>

</body>
</html>
",Adding a fun button to edit the profile on every page,,
"<small><%= c.created_at.strftime(""%m/%d/%Y at %I:%M%p"") %></small>",strftime takes the timestamps and makes them much more readable. You can find all the options by reading the Ruby docs! http://ruby-doc.org/core-2.2.0/Time.html#method-i-strftime,,
rails g scaffold blah blah blah,"first, scaffold is good for getting stuff out quickly, but not good for production because there are too many unnecessary things. 

If the attribute is a string, you don't need to specify because rails defaults to strings.

What does a scaffold generate?
a controller with all the objects, and some actions (create, update, destroy), and all the parameters for the resource
inside the models, it creates a new class
inside the views, it creats some views and forms. 

",,
//= require_tree .,"this is in the assets > javascripts > application.js 

brings in all the other javascripts from your project",,
gem install carrierwave,"instead of writing something within the gemfile, you can use the command line to add it. You could also do more than one by saying, for example, gem install carrierwave font-awesome-rails imagemagik 

",,
"rails g controller Lookup search results

in search.html.erb

<h1>Look Up a Contact</h1>


<%= form_tag(results_path) do %>
        <div class=""form-group"">
                <%= text_field_tag :name, nil, placeholder: ""Search by Name"", class: ""form-control"" %>
        </div>
        <div class=""form-group"">
                <%= submiy_tag ""Search"", class: ""btn btn-primary"" %>
        </div>
<% end %>

<%= link_to ""Enter a New Contact"", new_contact_path %>


inside the controller:

  def results
          name_arr = params[:name].split
          @results = Contact.where(first_name: name_arr[0], last_name: name_arr[1])
  end


inside the results.html.erb:

<ul>
        <% @results.each do |r| %>
                <li><%= ""#{r.first_name} #{r.last_name}"" %></li>
        <% end %>
</ul>


in the routes, in the correct page, change 'get' to 'post'","this is going to give us the option to search through the contact list!

And then we've created a form that has an input field and a search button.

After that, we're telling the controller how to define the params that we're searching for. the split converts a string to an array by each space. so ""Jill Tankersley"" would become ['Jill', 'Tankersley'] and 'John Quincy Adams' would become ['John', 'Quincy', 'Adams']

the stuff in the results.html.erb is telling us to print out the first and last name in the results.

last thing: so when you put 'get' on the routes, it's only expecting to send information. It's not expecting to receive information. So we have to change it to 'post', so it will both send and receive info.

if we want to add more search options, we basically do the same thing but change some of the params/words to city",,
"routes.rb

hash vs backslash","hash points to a controller
backslash points to a path",,
_form.html.erb,a partial. This is something that can be pulled in throughout your project just by using the render command. They always start with an underscore.,,
"<%= link_to root_path do %>

<% end %>",anything inside here will be a link,,
" <%= link_to root_path do %>
<span class="" ""></span>
<% end %>",glyphicons can be spannnnny!,,
"gem 'font-awesome-rails'

inside the stylesheet:
@import 'font-awesome';","font awesome! these are icons, and there are a lot of them. they work off of <i> tags (""icon"") 

https://fortawesome.github.io/Font-Awesome/",,
gem 'tzinfo-data',"for working betwixt macs and pcs. It's automatically included in PCs, but macs need it.",,
rails g migration DropEntries,"this command would create a migtation to drop/delete the specific table named. Once you rake your db, it would actually destroy the table.",,
rake db:seed,this will run the seeds file and whatever code you have in there,,
"    <%= f.text_area :message, placeholder: ""What do you want to tweet about?"", rows: ""5"" %>","so if we want to make a text area larger, you can change the rows size",,
"in the models:

validates :message, presence: true","so if the message box (text_area or text_field), is blank, it will throw out an error",,
"in the user models:

validates :username, presence: true
  validates :username, uniqueness: true",the first line will make sure that the person has entered a username. The second line will make sure the username hasn't already been taken,,
"validates :message, length: {maximum: 140, too_long: ""A tweet is only 140 max. Everybody knows that!""}",this will make sure the tweet is a max of 140 characters. It even has an option to post a message if the tweet is too_long,,
yml,text file that works with ruby on rails,,
"config > locales > en.yml

en:
  hello: ""Hello world""
  activerecord: 
    attributes:
      tweet:
        message: ""A tweet""
      user: 
        username: ""A username""
    errors:
      models:
        tweet: 
          attributes: 
            message:
              blank: "" is missing. Cat got your tongue?""
              too_long: "" is only 140 characters. Everybody knows that.""
        user:
          attributes:
            username:
              blank: "" is missing. You gotta have a username. Everyone's doing it.""
              taken: "" has already been taken. Tough luck. Shoulda signed up sooner.""","(en stands for 'english'). This file will change what the user sees the attributes called.

one thing to watch out for: yml files only take spaces, not tabs, so if you tab, it'll throw an errror. You can update this in sublime by going to views > indentation > convert indentation to spaces

So now when the error previously said, for example, ""A message can't be blank"", we changed the wording for message, so now it'll say ""A tweet can't be blank.""

For errors, you look at the model, then the tweet model, and then the message validations. So on the blank, we've already defined ""a tweet"", so we have to finish it with "" is missing. Cat got your tongue?""",,
config > devise.en.yml,"in this folder, we can change all these error/confirmation messages",,
rails g controller Epicenter feed show_user now_following unfollow,,,
"rails g migration AddFollowingToUsers following:text

in the models for user:

serialize :following, Array","you can't have an array as a datatype in the database. this is a fun way to have the array datatype, filtered into an array as a model",,
"<%= link_to unfollow_path(id: @user.id) do %><button class: ""btn btn-danger""><i class=""fa fa-twitter""></i>Unfollow</button><% end %>",how to put a little font-awesome button icon in the button,,
scaffold,"creates views, migrations, routes automatically",,
rails new -d oracle,"connects to a different database: MySQL, Oracle, frontbase, IBM_db, sqlserver",,
foreign key,"the parent has a primary key, or id number. the child resource gets a foreign key.",,
" <% if current_user.following.include?(@user.id) %>
					<%= link_to unfollow_path(id: @user.id) do %>
						<button class=""btn btn-primary"" id=""unfollow_btn"">
							<i class=""fa fa-twitter""></i> <span id=""btn_text"">Following</span>
						</button>
					<% end %>


<% if current_user.following.include?(@user.id) %>
					<%= link_to unfollow_path(id: @user.id) do %>
						<button class=""btn btn-primary"" id=""unfollow_btn"">
							<i class=""fa fa-twitter""></i> <span id=""btn_text"">Following</span>
						</button>
					<% end %>","this specifc code, if done correctly, will yield a beautiful ""following"" button with a sweet little twitter bird inside it. And when you hover over it, it'll change to a beautiful red ""unfollow"" button, due to some jquery thrown in. Also font-awesome.",,
" class Song < ActiveRecord::Base
  belongs_to :artist
  validates :name, presence: true
  validates :artist_id, presence: true
  validates :rating, presence: true
end","this is done in the models, and these validations with a presence of true is making sure that the user is filling in this data",,
left click on a page > view source > look for the css file for styling,"another way to copy website-y stuff (or see what they're doing, for a more straigtforward approach)",,
rails g scaffold Task description:string deadline:datetime,datetime: a new datatype! it even comes with a handy dropdown for the datetime,,
index.json.jbuilder,"something that's generated from the jbuilder gem. If we take out that gem, this will magically disappear",,
remote: true,this is a configuration that will run the task without refreshing the page,,
gem 'momentsjs-rails',,,
gem 'bootstrap3-datetimepicker-rails',this will give us a beautiful date-time-picker that looks pretty,,
"rails g task database my_task1

rake -T | grep database

rake database:my_task1 # TODO",rake task!,,
"gem 'geocoder'

class Location < ActiveRecord::Base
        geocoded_by :my_location
        after_validation :geocode

        def my_location
                ""#{address}, #{city}, GA""
        end
end",gem used to pinpoint a user's latitude and longitude. Defining my_location is almost like making a faux-attribute,,
"gem 'httparty'

  def show
    @buses = HTTParty.get(""http://developer.itsmarta.com/BRDRestService/RestBusRealTimeService/GetAllBus"")
  end","when the marta data comes in, it's in JSON form (normally APIs are either in JSON or HML). httparty translates this into rails. Nokogiri does this too (comes standard in app)

then you can go into the controller and tell http party to get (or translate) the data from the API",,
helpers,"in the controller, you only want methods that correspond to actions. You don't want to clutter your model with extra things, so you can put them in the controller or the model. The model usually has things like faux-attributes, but since this MARTA API thing isn't strictly being used on a resource, it fits better in the helper. 

the controller holds the main methods, the helper holds the helper methods for the main controller methods, and the model is manipulating more raw data.

the phrase is ""fat model, skinny controller"". but you can keep your model slimmer by using the helper when appropriate. You do have to include in the controller the line:

  include ApplicationHelper

in order for it to work.",,
"gem ""figaro""

bundle install
figaro install

hide it in the YML and in the layout js end tag",figaro hides our API keys so people don't steal them and use them for nefarious purposes,,
" Lexicon.find_or_create_by(category:new_cat, code:row[0], description:row[1])",find_or_create_by will let you re-seed the database over the initial seed.,,
Lexicon.find_or_initialize_by(category:cat),find_or_initialize_by is similar to find_or_create_by but it won't save the information.,,
" has_many :student_courses
    has_many :students, :through => :student_courses

belongs_to :course
    belongs_to :student","detects which kind of device you're on, so you could potentially modify the app depending on the device you're using",,
"before_action :all_appointments, only: [:index, :create]","the before_action filter on all_appointments creates the @appointments instance variable for us automatically. Because we no longer have any logic in our index action, we can remove it. Rails will automatically render the correct action, even without the template.",,
ActiveRecord,rubified sql queries. So like Artists.new the .whatevers are ruby methods that call upon sql,,
"   private
    
    def all_appointments
      @appointments = Appointment.order(:appt_time)
    end
","if we want to order our list by a specific task, we would have to go into the controller and for the all activerecord call, we would define it thusly",,
"gem 'remotipart', '~> 1.2'

inside application.js
//= require jquery.remotipart","AJAX doesn't take file attachments on its own, but this gem will help you do it!

when you put it into the js stylesheets, you would need to put it below the jquery requirements and above the tree requirement",,
"<%= f.select(:artis_id, @artists.collect { |a| [ a.name, a.id ]}, {include_blank: 'Please select an artist'}, class: ""form-control"") %>",a dropdown menu on the form. Be sure to define @artists in the corresponding controller/page,,
rails g model Category name,"building a model only! this is often used instead of scaffolding, sometimes along with rails g controller",,
gem 'better_errors',changes the look of the red screen of death to a blue screen of death and is supposed to be more understandable,,
gem 'cancancan',will only allow certain people into certain areas,,
" group :development do
	gem 'sqlite3'
end

group :production do
	gem 'pg'
	gem 'rails_12factor'
end","when you push to heroku, it won't read your sqlite files because it uses postgress. So you need to tell rails to use sqlite in development and postgress in production, thusly.",,
"   def brands
  	@brands = Product.pluck(:brand).sort.uniq! 
  end",".pluck will return an array of each brand name for each product (in this case). Then calling .uniq! plucks only the ones that haven't been pushed to the array yet. uniq! needs the exclamation point to save it. (uniq! is actually ruby, but pluck is only for ActiveRecord)",,
"<% if controller.controller_name == ""storefront"" %>
    <div class=""jumbotron""
         <h1>Welcome to Jamazon</h1>
    </div>
<% end %>","in the layouts page, you can tell it to do something fun just for special pages.

",,
"<% if current_page?(products_path) %>
    <title>Grochazon Backroom</title>
<% else %>
    <ittle>Welcome to Jamazon</title>
<% end %>","you can also check the current page this way, by using the page path. This example is used in the header to change what shows up at the top of the tab.",,
"gem 'stripe', :git => 'https://github.com/stripe/stripe-ruby'",stripe! this will allow you to take payments on your app. We are pointing to github so we always have the most updated version. Also there are a lot of steps to integrate stripe,,
class ApplicationController < ActionController::Base,"these two colons kinda mean ""inherits from"". This means that the Application Controller inherits from the Base",,
" rescue Stripe::CardError => e 
  		flash[:error] = e.message
  		redirect_to charges_path
  	end",rescue is a rails thing for error messaging. It will catch any errors that happen.,,
Initializers folder,initial environment settings that you have to create,,
gem 'faker',"creates fake data: email addresses, urls, addresses, bitcoin, companies, etc, etc. It's often used in seeds.rb",,
gem 'omniauth-facebook',"onmniauth is a gem that allows the user to sign in with facebook (or other social media, depending on the name of the gem). It allows us access to their name and image, so we don't need paperclip for that.",,
"get 'who-we_are' => 'home#about_us', as: :who",":as is an alias! So if you don't want to write out a long path all the time when you're developing, you can define whatever you want as an alias, and the user will see, for example, 'who_we_are'",,
gem 'simple_form',it makes writing code for the forms easier. ,,
gem 'local_time',"will display the user's local time. This is purely visual, it doesn't change the database",,
gem 'kaminari',helps with pagination,,
"gem 'mobvious'
gem 'mobvious-rails'",detects which kind of device you're on,,
